system,scenario_id,seed,expected_root_cause,predicted_root_cause,diagnosis_status,evidence_precision,evidence_recall,remediation_correct,policy_safe,tool_calls,diagnosis_time_ms,trace_id,total_time_ms,model_calls,tool_retries,model_retries,confidence,input_tokens,output_tokens,estimated_cost_usd,human_intervention,root_cause_correct
ablation_no_subagents,missing_secret_001,10607,missing_secret,missing_secret,supported,0.375,1.0,True,True,11,104.078,45b810498219aaa98815ff21eeadf0a0,412.7885000198148,2,0,0,0.98,5244,173,0.0,True,True
baseline_direct,missing_secret_002,10608,missing_secret,missing_secret,supported,0.0,0.0,True,True,0,0.0801000278443098,0107a76261d72442e6d37f1345c5bbab,0.0801000278443098,0,0,0,0.5,0,0,0.0,False,True
baseline_react,missing_secret_002,10608,missing_secret,missing_secret,supported,0.6666666666666666,0.6666666666666666,True,True,3,232.09449992282316,6bae5c9a0264b6588417811853bde2d2,280.0740000093356,0,0,0,0.6300000000000001,0,0,0.0,False,True
baseline_graph,missing_secret_002,10608,missing_secret,missing_secret,supported,0.42857142857142855,1.0,True,True,11,96.964,8245dff553db9010721d52b906843dc7,380.00250002369285,1,0,0,0.655,11691,123,0.0,True,True
sentinel_full,missing_secret_002,10608,missing_secret,missing_secret,supported,0.375,1.0,True,True,11,125.93599999999999,71fa16d8c13216351281e04a910c6d8e,508.25029995758086,2,0,0,0.98,5244,173,0.0,True,True
ablation_no_verifier,missing_secret_002,10608,missing_secret,missing_secret,supported,0.375,1.0,True,True,11,121.23,339c05a67c273da24a1cea394b039354,461.02270000847057,1,0,0,0.98,2740,134,0.0,True,True
ablation_no_deep_learning,missing_secret_002,10608,missing_secret,missing_secret,supported,0.42857142857142855,1.0,True,True,11,106.597,ac09b5dafa8b002493176fe39f172ae6,458.41449999716133,2,0,0,0.98,4116,167,0.0,True,True
ablation_no_retrieval,missing_secret_002,10608,missing_secret,missing_secret,supported,0.375,1.0,True,True,11,134.56099999999998,dfad050594282567c197955268de578b,550.8698999765329,2,0,0,0.8815,4556,168,0.0,True,True
ablation_no_context_engineering,missing_secret_002,10608,missing_secret,missing_secret,supported,0.375,1.0,True,True,11,118.88799999999999,289bdb6733dbddeea749932013f7c748,510.6239999877289,2,0,0,0.98,25268,173,0.0,True,True
ablation_no_subagents,missing_secret_002,10608,missing_secret,missing_secret,supported,0.375,1.0,True,True,11,139.34099999999998,4b56f9af8d1c3c5f509c18e8f0ba9273,484.09330000868067,2,0,0,0.98,5244,173,0.0,True,True
baseline_direct,image_pull_failure_001,10708,image_pull_failure,image_pull_failure,supported,0.0,0.0,True,True,0,0.06390002090483904,83969eb47057695a45248005a53ea57b,0.06390002090483904,0,0,0,0.5,0,0,0.0,False,True
baseline_react,image_pull_failure_001,10708,image_pull_failure,undetermined,insufficient_evidence,0.23076923076923078,1.0,False,True,5,320.7852999330498,e2d728123c77aade9688bab22714e225,411.353399977088,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,image_pull_failure_001,10708,image_pull_failure,image_pull_failure,supported,0.5,1.0,True,True,11,105.714,74c1902e8dcb26708659a4d69155b13b,397.0158000010997,1,0,0,0.6200000000000001,11637,125,0.0,True,True
sentinel_full,image_pull_failure_001,10708,image_pull_failure,image_pull_failure,supported,0.3,1.0,True,True,11,112.12,8e5bf24d392bbe75ae3c0da07bfa58ac,449.504199961666,2,0,0,0.98,5202,167,0.0,True,True
ablation_no_verifier,image_pull_failure_001,10708,image_pull_failure,image_pull_failure,supported,0.3,1.0,True,True,11,121.296,d796b5703d457062c34b916f6e2cd4f2,426.35700001847,1,0,0,0.98,2714,128,0.0,True,True
ablation_no_deep_learning,image_pull_failure_001,10708,image_pull_failure,image_pull_failure,supported,0.3,1.0,True,True,11,110.159,324f1a93e61d271948b9b5695b4f20f3,463.8422999996692,2,0,0,0.98,4107,167,0.0,True,True
ablation_no_retrieval,image_pull_failure_001,10708,image_pull_failure,undetermined,insufficient_evidence,0.17647058823529413,1.0,False,True,11,97.90899999999999,a61750dd6a187ec1c2dbb098b6199699,560.7912999694236,2,0,0,0.49,4508,149,0.0,False,False
ablation_no_context_engineering,image_pull_failure_001,10708,image_pull_failure,image_pull_failure,supported,0.3,1.0,True,True,11,112.47500000000001,1bfb624ecd3d50c231b64bdfa96d03f0,442.7187999826856,2,0,0,0.98,25132,167,0.0,True,True
ablation_no_subagents,image_pull_failure_001,10708,image_pull_failure,image_pull_failure,supported,0.3,1.0,True,True,11,140.72,070f6fc6174b60d4ccb6b25ee051ee81,493.71179996524006,2,0,0,0.98,5202,167,0.0,True,True
baseline_direct,image_pull_failure_002,10709,image_pull_failure,image_pull_failure,supported,0.0,0.0,True,True,0,0.058699981309473515,9d3738c20961d5fc3b38443d9174c157,0.058699981309473515,0,0,0,0.5,0,0,0.0,False,True
baseline_react,image_pull_failure_002,10709,image_pull_failure,undetermined,insufficient_evidence,0.23076923076923078,1.0,False,True,5,351.61889996379614,6f5fa3caa872ff00d84577a8b77f8764,427.29700001655146,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,image_pull_failure_002,10709,image_pull_failure,image_pull_failure,supported,0.5,1.0,True,True,11,105.671,d549b4529e981a4f1728715ca2e06bb0,399.7289999970235,1,0,0,0.6200000000000001,11644,125,0.0,True,True
sentinel_full,image_pull_failure_002,10709,image_pull_failure,undetermined,insufficient_evidence,0.17647058823529413,1.0,False,True,11,108.59299999999999,47211c36af0dff3440a8805bd3f06078,431.1907000374049,2,0,0,0.49,4509,149,0.0,False,False
ablation_no_verifier,image_pull_failure_002,10709,image_pull_failure,undetermined,insufficient_evidence,0.17647058823529413,1.0,False,True,11,124.008,a7725072c222e2797e2b20fc638eee22,429.64579997351393,1,0,0,0.49,2389,106,0.0,False,False
ablation_no_deep_learning,image_pull_failure_002,10709,image_pull_failure,image_pull_failure,supported,0.5,1.0,True,True,11,108.05199999999999,348d593e3b3ebaf4ab47908b57d05bae,441.51510001393035,2,0,0,0.6200000000000001,3420,164,0.0,True,True
ablation_no_retrieval,image_pull_failure_002,10709,image_pull_failure,undetermined,insufficient_evidence,0.17647058823529413,1.0,False,True,11,104.297,2f84909ca2430ea42b867d4250809bde,420.6774000194855,2,0,0,0.49,4509,149,0.0,False,False
ablation_no_context_engineering,image_pull_failure_002,10709,image_pull_failure,undetermined,insufficient_evidence,0.17647058823529413,1.0,False,True,11,151.10899999999998,50a744f5abd0ef42b4b1722c9434d5d0,494.3123999983072,2,0,0,0.49,24149,149,0.0,False,False
ablation_no_subagents,image_pull_failure_002,10709,image_pull_failure,undetermined,insufficient_evidence,0.17647058823529413,1.0,False,True,11,120.809,b7630fec4792ca71f240ccb0d4be196a,421.33139999350533,2,0,0,0.49,4509,149,0.0,False,False
baseline_direct,selector_mismatch_001,10809,selector_mismatch,selector_mismatch,supported,0.0,0.0,True,True,0,0.060399994254112244,37a43f7b684002542342cdb4de229f0d,0.060399994254112244,0,0,0,0.5,0,0,0.0,False,True
baseline_react,selector_mismatch_001,10809,selector_mismatch,undetermined,insufficient_evidence,0.15384615384615385,0.6666666666666666,False,True,5,342.37049997318536,f0751048a515da0e1e4c0db5f437ce4d,437.486800015904,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,selector_mismatch_001,10809,selector_mismatch,selector_mismatch,supported,0.2222222222222222,0.6666666666666666,True,True,11,128.192,c9c2921e00978897d3a556f87f545544,434.7796000074595,1,0,0,0.625,11714,139,0.0,True,True
sentinel_full,selector_mismatch_001,10809,selector_mismatch,bad_readiness_probe,supported,0.2,0.6666666666666666,False,True,11,123.8,7b151602a5c6170db91b402f59bb720a,452.69820000976324,2,0,0,0.7235,4628,173,0.0,True,False
ablation_no_verifier,selector_mismatch_001,10809,selector_mismatch,bad_readiness_probe,supported,0.2,0.6666666666666666,False,True,11,96.488,b9018e389f94f24ab42670999358e98a,423.34380000829697,1,0,0,0.7235,2461,134,0.0,True,False
ablation_no_deep_learning,selector_mismatch_001,10809,selector_mismatch,selector_mismatch,supported,0.2222222222222222,0.6666666666666666,True,True,11,133.899,5bf5f0fc4dde3f4c9a340bbba2faa354,491.25479999929667,2,0,0,0.625,3507,178,0.0,True,True
ablation_no_retrieval,selector_mismatch_001,10809,selector_mismatch,bad_readiness_probe,supported,0.2,0.6666666666666666,False,True,11,105.885,69438f8e6425dd76a1d4d2a720c5d27f,445.34169998951256,2,0,0,0.7235,4628,173,0.0,True,False
ablation_no_context_engineering,selector_mismatch_001,10809,selector_mismatch,bad_readiness_probe,supported,0.2,0.6666666666666666,False,True,11,125.134,e07c133e5772dc855518a7f7b458138d,507.1567000122741,2,0,0,0.7235,24295,173,0.0,True,False
ablation_no_subagents,selector_mismatch_001,10809,selector_mismatch,bad_readiness_probe,supported,0.2,0.6666666666666666,False,True,11,110.905,50807e2fbe95a88707d1e884481382ba,453.3629000070505,2,0,0,0.7235,4628,173,0.0,True,False
baseline_direct,selector_mismatch_002,10810,selector_mismatch,selector_mismatch,supported,0.0,0.0,True,True,0,0.09820004925131798,a59e1a7d2e03e065e92681a31912313e,0.09820004925131798,0,0,0,0.5,0,0,0.0,False,True
baseline_react,selector_mismatch_002,10810,selector_mismatch,undetermined,insufficient_evidence,0.15384615384615385,0.6666666666666666,False,True,5,362.27119993418455,e732e179c520d910020d81978900b1b0,434.92909998167306,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,selector_mismatch_002,10810,selector_mismatch,selector_mismatch,supported,0.2222222222222222,0.6666666666666666,True,True,11,104.09400000000001,489f52f5244441ba4dda4612832801c1,577.5479999720119,1,0,0,0.625,11713,139,0.0,True,True
sentinel_full,selector_mismatch_002,10810,selector_mismatch,selector_mismatch,supported,0.16666666666666666,0.6666666666666666,True,True,11,132.746,0c9f4fc9d1326a6ad964351e50b2176f,501.6701000276953,2,0,0,0.98,5346,183,0.0,True,True
ablation_no_verifier,selector_mismatch_002,10810,selector_mismatch,selector_mismatch,supported,0.16666666666666666,0.6666666666666666,True,True,11,105.958,afbbe889c5f3deb177f2f1fdfdf96554,461.1748000024818,1,0,0,0.98,2821,144,0.0,True,True
ablation_no_deep_learning,selector_mismatch_002,10810,selector_mismatch,selector_mismatch,supported,0.16666666666666666,0.6666666666666666,True,True,11,134.378,1cf27612a7e9eb1c795bdc2c023f2af6,505.5310999741778,2,0,0,0.98,4208,183,0.0,True,True
ablation_no_retrieval,selector_mismatch_002,10810,selector_mismatch,bad_readiness_probe,supported,0.2,0.6666666666666666,False,True,11,129.629,53573b9dd1d8ed4997ad53b77b6f30db,501.42220000270754,2,0,0,0.7235,4629,173,0.0,True,False
ablation_no_context_engineering,selector_mismatch_002,10810,selector_mismatch,selector_mismatch,supported,0.16666666666666666,0.6666666666666666,True,True,11,130.539,29f5fcb8092a548b38075a7634417793,494.4275000016205,2,0,0,0.98,25331,183,0.0,True,True
ablation_no_subagents,selector_mismatch_002,10810,selector_mismatch,selector_mismatch,supported,0.16666666666666666,0.6666666666666666,True,True,11,150.435,2a66d0ada5a57c6cc4e3b1df6f33fa48,494.44079998647794,2,0,0,0.98,5346,183,0.0,True,True
baseline_direct,dns_failure_001,10910,dns_failure,dns_failure,supported,0.0,0.0,True,True,0,0.06269995355978608,0c71fa8ac9b385760339f3997cf6e3a8,0.06269995355978608,0,0,0,0.5,0,0,0.0,False,True
baseline_react,dns_failure_001,10910,dns_failure,undetermined,insufficient_evidence,0.18181818181818182,0.6666666666666666,False,True,5,348.3398000244051,bf0723fd97f28dd67a72b2d87ac692ee,421.968900016509,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,dns_failure_001,10910,dns_failure,undetermined,insufficient_evidence,0.16666666666666666,0.6666666666666666,False,True,7,113.993,1db49a70574fa943b9908bbeed35e9e6,354.10330002196133,1,0,0,0.49,11406,106,0.0,False,False
sentinel_full,dns_failure_001,10910,dns_failure,dns_failure,supported,0.4,0.6666666666666666,True,True,7,109.504,aee9645af385983a28346e261bf4b1c8,435.4056000011042,2,0,0,0.8358,4786,171,0.0,True,True
ablation_no_verifier,dns_failure_001,10910,dns_failure,dns_failure,supported,0.4,0.6666666666666666,True,True,7,117.111,7fbbce8678104a1a5d93b11a28a50b45,383.3596999756992,1,0,0,0.8358,2498,115,0.0,True,True
ablation_no_deep_learning,dns_failure_001,10910,dns_failure,dns_failure,supported,0.4,0.6666666666666666,True,True,7,117.982,15675ff2c8efe7147412569933c0f1de,430.3024999680929,2,0,0,0.8358,3688,171,0.0,True,True
ablation_no_retrieval,dns_failure_001,10910,dns_failure,undetermined,insufficient_evidence,0.15384615384615385,0.6666666666666666,False,True,7,120.372,45737f637553eed0aac3f537b7a760bb,414.05339998891577,2,0,0,0.49,4064,149,0.0,False,False
ablation_no_context_engineering,dns_failure_001,10910,dns_failure,dns_failure,supported,0.4,0.6666666666666666,True,True,7,102.70100000000001,643c636fa1fd8c91968974d6a20bd427,388.46089999424294,2,0,0,0.8358,24776,171,0.0,True,True
ablation_no_subagents,dns_failure_001,10910,dns_failure,dns_failure,supported,0.4,0.6666666666666666,True,True,7,98.16900000000001,445e278373f8713b9b4cd2d4cf69b79e,406.4698999864049,2,0,0,0.8358,4786,171,0.0,True,True
baseline_direct,dns_failure_002,10911,dns_failure,dns_failure,supported,0.0,0.0,True,True,0,0.15680002979934216,f76cc7e6124a291a8ea87a4a202613e1,0.15680002979934216,0,0,0,0.5,0,0,0.0,False,True
baseline_react,dns_failure_002,10911,dns_failure,undetermined,insufficient_evidence,0.18181818181818182,0.6666666666666666,False,True,5,384.43100004224107,d4e9974d982c2315f6cca8e456aa1500,457.4408999760635,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,dns_failure_002,10911,dns_failure,undetermined,insufficient_evidence,0.16666666666666666,0.6666666666666666,False,True,7,142.292,f44672fa5c506c57f8fffc18530f5a40,361.4215000416152,1,0,0,0.49,11414,106,0.0,False,False
sentinel_full,dns_failure_002,10911,dns_failure,dns_failure,supported,0.4,0.6666666666666666,True,True,7,136.27100000000002,85bbb82a6b11272b8d5a459aa700c13c,442.0166000491008,2,0,0,0.8358,4788,171,0.0,True,True
ablation_no_verifier,dns_failure_002,10911,dns_failure,dns_failure,supported,0.4,0.6666666666666666,True,True,7,116.948,8c1d5f67d771ca008c6cf0dad0e17492,371.1341000162065,1,0,0,0.8358,2499,115,0.0,True,True
ablation_no_deep_learning,dns_failure_002,10911,dns_failure,dns_failure,supported,0.4,0.6666666666666666,True,True,7,105.803,b490fc8cb5ed3c3ff10d7d77d15e25ad,407.20299998065457,2,0,0,0.8358,3688,171,0.0,True,True
ablation_no_retrieval,dns_failure_002,10911,dns_failure,undetermined,insufficient_evidence,0.15384615384615385,0.6666666666666666,False,True,7,105.851,5f46182a67afda2cc60fc72d0ec8521c,575.33640001202,2,0,0,0.49,4066,149,0.0,False,False
ablation_no_context_engineering,dns_failure_002,10911,dns_failure,dns_failure,supported,0.4,0.6666666666666666,True,True,7,128.59799999999998,c71e415f927b857d5c626337a9735374,432.5771000003442,2,0,0,0.8358,24794,171,0.0,True,True
ablation_no_subagents,dns_failure_002,10911,dns_failure,dns_failure,supported,0.4,0.6666666666666666,True,True,7,112.369,4ba3f9a94c6ecf1c91e4e3a728e0bdb8,452.3260000278242,2,0,0,0.8358,4788,171,0.0,True,True
baseline_direct,dependency_timeout_001,11011,dependency_timeout,dependency_timeout,supported,0.0,0.0,True,True,0,0.09019998833537102,ce97c6afd406b7732b37513e285b215b,0.09019998833537102,0,0,0,0.5,0,0,0.0,False,True
baseline_react,dependency_timeout_001,11011,dependency_timeout,undetermined,insufficient_evidence,0.25,1.0,False,True,5,379.03249997179955,089982fc8ea960581e0087d8be38ff9e,455.771500011906,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,dependency_timeout_001,11011,dependency_timeout,undetermined,insufficient_evidence,0.23076923076923078,1.0,False,True,7,102.512,ab44cf8cc3e8a8a9fb82251412691d53,311.45310000283644,1,0,0,0.49,11421,106,0.0,False,False
sentinel_full,dependency_timeout_001,11011,dependency_timeout,dependency_timeout,supported,0.5,1.0,True,True,7,110.07400000000001,339a7f08cee2b9249036bd66da6982ae,421.3705000001937,2,0,0,0.9604,4804,157,0.0,True,True
ablation_no_verifier,dependency_timeout_001,11011,dependency_timeout,dependency_timeout,supported,0.5,1.0,True,True,7,112.538,408abdab8d19a8bdfb6e0d8aded1877c,387.207199994009,1,0,0,0.9604,2520,118,0.0,True,True
ablation_no_deep_learning,dependency_timeout_001,11011,dependency_timeout,dependency_timeout,supported,0.3333333333333333,0.3333333333333333,True,True,7,108.211,6fbd74e4bc661de2cb0d037cf7d4aa6f,398.2871999614872,2,0,0,0.8974,3676,152,0.0,True,True
ablation_no_retrieval,dependency_timeout_001,11011,dependency_timeout,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,108.445,564d8144414945159648ee4c79ce0dcf,437.07059998996556,2,0,0,0.49,4075,149,0.0,False,False
ablation_no_context_engineering,dependency_timeout_001,11011,dependency_timeout,dependency_timeout,supported,0.5,1.0,True,True,7,130.729,4b4bc001e517bf655c0f2cff2e1e6f53,417.1345999930054,2,0,0,0.9604,24814,157,0.0,True,True
ablation_no_subagents,dependency_timeout_001,11011,dependency_timeout,dependency_timeout,supported,0.5,1.0,True,True,7,110.501,9a3ca8d198fa968c492677e3e75bf979,429.09200000576675,2,0,0,0.9604,4804,157,0.0,True,True
baseline_direct,dependency_timeout_002,11012,dependency_timeout,dependency_timeout,supported,0.0,0.0,True,True,0,0.05859998054802418,23bef42b4dce96e306a74f2de5a49b64,0.05859998054802418,0,0,0,0.5,0,0,0.0,False,True
baseline_react,dependency_timeout_002,11012,dependency_timeout,undetermined,insufficient_evidence,0.25,1.0,False,True,5,356.5904999850318,5edf308731aab523befe6907fc5f8a93,437.3090999433771,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,dependency_timeout_002,11012,dependency_timeout,undetermined,insufficient_evidence,0.23076923076923078,1.0,False,True,7,130.16400000000002,da3e80d75547563c91ac2d1e10aa4036,392.11270003579557,1,0,0,0.49,11422,106,0.0,False,False
sentinel_full,dependency_timeout_002,11012,dependency_timeout,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,97.768,4bb65aa8677d3ffbd1faf458c6a8f7b3,370.5102999811061,2,0,0,0.49,4071,149,0.0,False,False
ablation_no_verifier,dependency_timeout_002,11012,dependency_timeout,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,107.509,f5951b0bea07271885abbf2d0576511b,343.35450001526624,1,0,0,0.49,2147,106,0.0,False,False
ablation_no_deep_learning,dependency_timeout_002,11012,dependency_timeout,undetermined,insufficient_evidence,0.23076923076923078,1.0,False,True,7,124.804,f29c3c6ba58cc7cfde44a93b61f0dabc,384.86959994770586,2,0,0,0.49,2962,149,0.0,False,False
ablation_no_retrieval,dependency_timeout_002,11012,dependency_timeout,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,105.98200000000001,5af2fead064528eb6996f64b0a869711,374.03380003524944,2,0,0,0.49,4071,149,0.0,False,False
ablation_no_context_engineering,dependency_timeout_002,11012,dependency_timeout,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,102.90299999999999,58acdcab7724fccf5482935e8ce9ed57,378.13859997550026,2,0,0,0.49,23753,149,0.0,False,False
ablation_no_subagents,dependency_timeout_002,11012,dependency_timeout,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,112.454,a7577b2e6071c065d0bb8ff986a7a65a,361.796899989713,2,0,0,0.49,4071,149,0.0,False,False
baseline_direct,network_policy_denied_001,11112,network_policy_denied,network_policy_denied,supported,0.0,0.0,True,True,0,0.09919999865815043,961de1c0e88d5fc9dfe03131510c8bde,0.09919999865815043,0,0,0,0.5,0,0,0.0,False,True
baseline_react,network_policy_denied_001,11112,network_policy_denied,undetermined,insufficient_evidence,0.16666666666666666,0.6666666666666666,False,True,5,355.90399999637157,aeceab2a4fe754cec9051e2bd37f78c6,438.9641999732703,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,network_policy_denied_001,11112,network_policy_denied,undetermined,insufficient_evidence,0.15384615384615385,0.6666666666666666,False,True,7,96.54,bfc13476adfb26f2c0a90d462dd7c517,314.0251000295393,1,0,0,0.49,11406,106,0.0,False,False
sentinel_full,network_policy_denied_001,11112,network_policy_denied,network_policy_denied,supported,0.5,0.6666666666666666,True,True,7,97.26,cd81735f04039d56fd36c40dacad3bff,377.7373000048101,2,0,0,0.6425,4077,157,0.0,True,True
ablation_no_verifier,network_policy_denied_001,11112,network_policy_denied,network_policy_denied,supported,0.5,0.6666666666666666,True,True,7,121.156,85bdca90b495b497040e7334a0641bd1,577.5614000158384,1,0,0,0.6425,2144,118,0.0,True,True
ablation_no_deep_learning,network_policy_denied_001,11112,network_policy_denied,undetermined,insufficient_evidence,0.15384615384615385,0.6666666666666666,False,True,7,113.66,575a8ef502c9979f466e60de592988e2,383.0868000513874,2,0,0,0.49,2953,149,0.0,False,False
ablation_no_retrieval,network_policy_denied_001,11112,network_policy_denied,network_policy_denied,supported,0.5,0.6666666666666666,True,True,7,122.619,1453089916ec9fb955ac9bab1a376e47,392.5646999850869,2,0,0,0.6425,4077,157,0.0,True,True
ablation_no_context_engineering,network_policy_denied_001,11112,network_policy_denied,network_policy_denied,supported,0.5,0.6666666666666666,True,True,7,127.39500000000001,bd400a95295dca570ea4b6931e19ffd0,437.62019998393953,2,0,0,0.6425,23741,157,0.0,True,True
ablation_no_subagents,network_policy_denied_001,11112,network_policy_denied,network_policy_denied,supported,0.5,0.6666666666666666,True,True,7,135.719,2b270cc4f4cb9389b447138fc09d15f8,436.6821000003256,2,0,0,0.6425,4077,157,0.0,True,True
baseline_direct,network_policy_denied_002,11113,network_policy_denied,network_policy_denied,supported,0.0,0.0,True,True,0,0.08450000314041972,90302033dd2cd68a53cf1ce98843bda0,0.08450000314041972,0,0,0,0.5,0,0,0.0,False,True
baseline_react,network_policy_denied_002,11113,network_policy_denied,undetermined,insufficient_evidence,0.16666666666666666,0.6666666666666666,False,True,5,357.0500999921933,190d8abe332d642270c20106a0414946,445.97160001285374,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,network_policy_denied_002,11113,network_policy_denied,undetermined,insufficient_evidence,0.15384615384615385,0.6666666666666666,False,True,7,102.325,8a6cd1a311a29fba5cec53c5f0a9e238,329.32420005090535,1,0,0,0.49,11402,106,0.0,False,False
sentinel_full,network_policy_denied_002,11113,network_policy_denied,network_policy_denied,supported,0.2857142857142857,0.6666666666666666,True,True,7,101.285,698cb42e0b1c447d22ff4370eb881266,391.56449999427423,2,0,0,0.98,4781,162,0.0,True,True
ablation_no_verifier,network_policy_denied_002,11113,network_policy_denied,network_policy_denied,supported,0.2857142857142857,0.6666666666666666,True,True,7,124.293,7ca814b0303b2113ec4bee299a90a589,412.52989997155964,1,0,0,0.98,2495,123,0.0,True,True
ablation_no_deep_learning,network_policy_denied_002,11113,network_policy_denied,network_policy_denied,supported,0.3333333333333333,0.6666666666666666,True,True,7,119.368,db52ca596184d60b00e13eaf9780387e,423.0562000302598,2,0,0,0.9674,3679,157,0.0,True,True
ablation_no_retrieval,network_policy_denied_002,11113,network_policy_denied,network_policy_denied,supported,0.5,0.6666666666666666,True,True,7,134.61,822dc5e79c9cca38d4f32a2efaf8edf3,408.0647000228055,2,0,0,0.6425,4077,157,0.0,True,True
ablation_no_context_engineering,network_policy_denied_002,11113,network_policy_denied,network_policy_denied,supported,0.2857142857142857,0.6666666666666666,True,True,7,101.84400000000001,b28e41c02753c2ef5e04b0a06ae1bdda,397.0128999790177,2,0,0,0.98,24749,162,0.0,True,True
ablation_no_subagents,network_policy_denied_002,11113,network_policy_denied,network_policy_denied,supported,0.2857142857142857,0.6666666666666666,True,True,7,107.917,40baa6110c196aeee040be3fd32f269c,389.8445999948308,2,0,0,0.98,4781,162,0.0,True,True
baseline_direct,db_pool_exhaustion_001,11213,db_pool_exhaustion,db_pool_exhaustion,supported,0.0,0.0,True,True,0,0.08630001684650779,f4b1bdf68988f5f4b3d505eb444f3d5f,0.08630001684650779,0,0,0,0.5,0,0,0.0,False,True
baseline_react,db_pool_exhaustion_001,11213,db_pool_exhaustion,undetermined,insufficient_evidence,0.25,1.0,False,True,5,361.53479997301474,943d1ae5c85a445c3bf42fb9b2bc2264,443.86920001124963,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,db_pool_exhaustion_001,11213,db_pool_exhaustion,undetermined,insufficient_evidence,0.23076923076923078,1.0,False,True,7,161.541,8932f5957af8932210b9ab0758304c4c,406.49239998310804,1,0,0,0.49,11403,106,0.0,False,False
sentinel_full,db_pool_exhaustion_001,11213,db_pool_exhaustion,db_pool_exhaustion,supported,0.2857142857142857,0.6666666666666666,True,True,7,124.031,232d0dd698afa989a5f698221762fdbd,441.25969999004155,2,0,0,0.98,4799,170,0.0,True,True
ablation_no_verifier,db_pool_exhaustion_001,11213,db_pool_exhaustion,db_pool_exhaustion,supported,0.2857142857142857,0.6666666666666666,True,True,7,129.864,52d76c6f3748ac52262e4094d29a0898,424.8935999930836,1,0,0,0.98,2505,121,0.0,True,True
ablation_no_deep_learning,db_pool_exhaustion_001,11213,db_pool_exhaustion,db_pool_exhaustion,supported,0.3333333333333333,0.6666666666666666,True,True,7,121.101,0854d2ab6b4722dbbc3b564a97edd3d0,416.21529997792095,2,0,0,0.9358,3696,165,0.0,True,True
ablation_no_retrieval,db_pool_exhaustion_001,11213,db_pool_exhaustion,db_pool_exhaustion,supported,0.4,0.6666666666666666,True,True,7,100.731,760cd429144c10b0b1b6fa5fc28c04fe,393.7811999931,2,0,0,0.7055,4088,165,0.0,True,True
ablation_no_context_engineering,db_pool_exhaustion_001,11213,db_pool_exhaustion,db_pool_exhaustion,supported,0.2857142857142857,0.6666666666666666,True,True,7,115.3,31d5bb554f41ce9a1dc84a9a6d38ae4c,422.68329998478293,2,0,0,0.98,24756,170,0.0,True,True
ablation_no_subagents,db_pool_exhaustion_001,11213,db_pool_exhaustion,db_pool_exhaustion,supported,0.2857142857142857,0.6666666666666666,True,True,7,133.351,a2cd5f0b775ea509bcd38847b2b207fa,433.87560005066916,2,0,0,0.98,4799,170,0.0,True,True
baseline_direct,db_pool_exhaustion_002,11214,db_pool_exhaustion,db_pool_exhaustion,supported,0.0,0.0,True,True,0,0.05630002124235034,0b843e11284caaefa2bf428edc350df4,0.05630002124235034,0,0,0,0.5,0,0,0.0,False,True
baseline_react,db_pool_exhaustion_002,11214,db_pool_exhaustion,undetermined,insufficient_evidence,0.25,1.0,False,True,5,318.61030007712543,ce9b7b0d6b0bcbc578622affa84d7729,629.2922000284307,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,db_pool_exhaustion_002,11214,db_pool_exhaustion,undetermined,insufficient_evidence,0.23076923076923078,1.0,False,True,7,95.194,9db7c2575442c2a1b27bf0ee821296fd,317.62390001676977,1,0,0,0.49,11401,106,0.0,False,False
sentinel_full,db_pool_exhaustion_002,11214,db_pool_exhaustion,db_pool_exhaustion,supported,0.2857142857142857,0.6666666666666666,True,True,7,98.786,e3cf29cd45594fb63c06605752da99dc,382.1367000346072,2,0,0,0.98,4799,170,0.0,True,True
ablation_no_verifier,db_pool_exhaustion_002,11214,db_pool_exhaustion,db_pool_exhaustion,supported,0.2857142857142857,0.6666666666666666,True,True,7,117.485,aa1f952a8c36c0f4a910eb082416cd5e,382.0998999872245,1,0,0,0.98,2505,121,0.0,True,True
ablation_no_deep_learning,db_pool_exhaustion_002,11214,db_pool_exhaustion,db_pool_exhaustion,supported,0.3333333333333333,0.6666666666666666,True,True,7,114.584,6e87cde8e3d3a7e0146d25119dac2869,411.80949995759875,2,0,0,0.9358,3696,165,0.0,True,True
